date,time_of_day,day_of_week,borough,location,temperature,humidity,weather,vehicle_type,avg_speed_kmph,vehicle_count,accidents_reported,road_condition_score,holiday_flag,congestion_level
2023-01-23 12:00:00,Night,Friday,Manhattan,Industrial,32.2,48,Foggy,Motorbike,70.9,2503,2,4,1,MEDIUM
2023-01-23 13:00:00,Afternoon,Friday,Staten Island,Highway,34.6,94,Rainy,Bicycle,58.8,388,2,3,0,LOW
2023-01-23 14:00:00,Evening,Sunday,Bronx,Uptown,41.8,49,Windy,Truck,31.9,163,0,4,0,MEDIUM
2023-01-23 15:00:00,Afternoon,Friday,Bronx,Industrial,39.6,78,Foggy,Bus,68.7,3135,4,5,0,HIGH
2023-01-23 16:00:00,Afternoon,Tuesday,Staten Island,Uptown,29.7,45,Foggy,Car,65.7,3500,3,8,1,HIGH
2023-01-23 17:00:00,Evening,Friday,Manhattan,Uptown,20.8,31,Cloudy,Motorbike,14.6,1473,0,7,0,MEDIUM
2023-01-23 18:00:00,Night,Sunday,Queens,Suburb,30.1,88,Cloudy,Bus,53.5,2468,2,4,0,MEDIUM
2023-01-23 19:00:00,Evening,Tuesday,Manhattan,Airport,17.7,77,Cloudy,Bus,21.0,829,2,5,1,MEDIUM
2023-01-23 20:00:00,Afternoon,Thursday,Queens,Airport,30.8,60,Stormy,Bicycle,14.7,564,4,9,1,HIGH
2023-01-23 21:00:00,Evening,Wednesday,Manhattan,Suburb,25.2,29,Windy,Truck,30.8,3395,0,2,0,MEDIUM
2023-01-23 22:00:00,Morning,Sunday,Staten Island,Downtown,30.7,30,Rainy,Bus,49.0,4746,2,3,0,HIGH
2023-01-23 23:00:00,Night,Wednesday,Staten Island,Downtown,34.7,48,Clear,Bus,26.8,589,4,6,0,MEDIUM
2023-01-24 00:00:00,Evening,Wednesday,Manhattan,Industrial,39.0,79,Cloudy,Truck,18.6,1844,1,9,0,MEDIUM
2023-01-24 01:00:00,Morning,Thursday,Queens,Suburb,31.5,61,Rainy,Truck,71.8,2507,2,4,0,MEDIUM
2023-01-24 02:00:00,Night,Saturday,Brooklyn,Suburb,31.6,51,Windy,Car,53.8,3912,2,7,0,HIGH
2023-01-24 03:00:00,Morning,Sunday,Staten Island,Downtown,35.4,43,Windy,Truck,32.0,3332,4,4,0,MEDIUM
2023-01-24 04:00:00,Night,Sunday,Staten Island,Airport,18.5,55,Stormy,Truck,30.6,4567,4,4,0,MEDIUM
2023-01-24 05:00:00,Evening,Monday,Staten Island,Industrial,28.6,59,Foggy,Bus,25.5,2528,0,4,0,MEDIUM
2023-01-24 06:00:00,Night,Sunday,Manhattan,Airport,35.0,44,Windy,Motorbike,54.0,1590,3,6,0,MEDIUM
2023-01-24 07:00:00,Morning,Tuesday,Queens,Uptown,28.8,88,Stormy,Car,34.7,4912,2,7,0,MEDIUM
2023-01-24 08:00:00,Morning,Thursday,Bronx,Highway,41.3,26,Cloudy,Bicycle,76.0,841,0,9,0,LOW
2023-01-24 09:00:00,Evening,Saturday,Bronx,Uptown,34.3,92,Foggy,Motorbike,24.6,2720,0,9,0,MEDIUM
2023-01-24 10:00:00,Morning,Friday,Manhattan,Suburb,34.5,63,Clear,Motorbike,70.6,452,1,5,0,LOW
2023-01-24 11:00:00,Morning,Tuesday,Brooklyn,Downtown,35.7,39,Rainy,Truck,47.6,610,0,9,0,LOW
2023-01-24 12:00:00,Night,Monday,Queens,Downtown,35.1,83,Windy,Car,41.5,208,4,6,0,LOW
2023-01-24 13:00:00,Afternoon,Sunday,Brooklyn,Downtown,29.8,36,Clear,Bicycle,59.0,2599,1,7,0,MEDIUM
2023-01-24 14:00:00,Morning,Monday,Queens,Airport,35.3,81,Foggy,Bicycle,74.7,2669,2,7,1,MEDIUM
2023-01-24 15:00:00,Evening,Sunday,Brooklyn,Downtown,32.6,66,Windy,Car,23.2,393,3,1,0,MEDIUM
2023-01-24 16:00:00,Morning,Tuesday,Queens,Highway,24.6,38,Stormy,Bus,16.6,4664,3,4,0,HIGH
2023-01-24 17:00:00,Afternoon,Thursday,Staten Island,Highway,38.1,27,Foggy,Car,75.2,4789,0,9,0,HIGH
2023-01-24 18:00:00,Night,Saturday,Queens,Highway,39.0,58,Stormy,Bus,75.9,446,4,2,0,LOW
2023-01-24 19:00:00,Afternoon,Monday,Brooklyn,Downtown,19.5,70,Windy,Truck,17.4,2871,3,1,0,MEDIUM
2023-01-24 20:00:00,Morning,Tuesday,Queens,Market,35.1,28,Rainy,Bus,67.7,2224,0,6,0,MEDIUM
2023-01-24 21:00:00,Morning,Tuesday,Brooklyn,Airport,38.0,26,Foggy,Car,46.3,3243,2,9,0,HIGH
2023-01-24 22:00:00,Afternoon,Monday,Staten Island,Airport,42.0,92,Windy,Car,16.7,2902,0,7,1,MEDIUM
2023-01-24 23:00:00,Afternoon,Wednesday,Queens,Highway,37.5,71,Rainy,Car,55.7,2775,0,6,0,MEDIUM
2023-01-25 00:00:00,Night,Sunday,Bronx,Industrial,30.3,69,Rainy,Truck,57.0,1775,0,1,0,MEDIUM
2023-01-25 01:00:00,Afternoon,Friday,Brooklyn,Suburb,29.5,32,Foggy,Car,34.5,3372,3,8,0,MEDIUM
2023-01-25 02:00:00,Morning,Sunday,Queens,Suburb,32.2,46,Clear,Car,59.4,4449,1,3,1,HIGH
2023-01-25 03:00:00,Morning,Friday,Brooklyn,Highway,29.8,30,Foggy,Truck,62.8,1049,1,4,0,MEDIUM
2023-01-25 04:00:00,Evening,Monday,Brooklyn,Airport,37.3,43,Clear,Bus,70.4,2514,1,3,0,MEDIUM
2023-01-25 05:00:00,Evening,Saturday,Bronx,Market,32.5,76,Rainy,Bicycle,38.1,2315,3,2,0,MEDIUM
2023-01-25 06:00:00,Evening,Thursday,Bronx,Highway,29.2,81,Windy,Bicycle,49.7,638,3,8,0,LOW
2023-01-25 07:00:00,Afternoon,Saturday,Staten Island,Suburb,27.2,91,Cloudy,Car,79.9,3706,4,5,0,HIGH
2023-01-25 08:00:00,Morning,Friday,Staten Island,Market,25.7,65,Stormy,Bus,45.6,4586,1,7,0,HIGH
2023-01-25 09:00:00,Evening,Tuesday,Bronx,Highway,15.8,50,Clear,Truck,54.9,1923,0,7,0,MEDIUM
2023-01-25 10:00:00,Night,Wednesday,Brooklyn,Suburb,33.9,69,Windy,Truck,37.1,4654,2,6,0,MEDIUM
2023-01-25 11:00:00,Evening,Friday,Brooklyn,Market,25.9,78,Foggy,Car,69.3,356,0,5,0,LOW
2023-01-25 12:00:00,Afternoon,Saturday,Brooklyn,Suburb,37.6,53,Windy,Truck,16.7,3096,2,6,0,HIGH
2023-01-25 13:00:00,Morning,Thursday,Bronx,Highway,17.5,29,Cloudy,Bus,50.4,4948,2,5,1,HIGH
2023-01-25 14:00:00,Morning,Friday,Staten Island,Highway,39.4,79,Foggy,Truck,51.8,113,4,5,0,LOW
2023-01-25 15:00:00,Night,Thursday,Queens,Airport,18.7,80,Clear,Motorbike,40.1,859,4,8,0,LOW
2023-01-25 16:00:00,Afternoon,Wednesday,Staten Island,Uptown,15.6,25,Cloudy,Motorbike,52.3,4022,0,8,0,HIGH
2023-01-25 17:00:00,Evening,Friday,Manhattan,Uptown,27.9,33,Rainy,Motorbike,32.5,3753,4,6,0,MEDIUM
2023-01-25 18:00:00,Afternoon,Thursday,Staten Island,Airport,24.2,36,Stormy,Truck,58.1,317,3,1,0,LOW
2023-01-25 19:00:00,Morning,Tuesday,Bronx,Market,16.6,66,Rainy,Car,46.0,115,0,8,0,LOW
2023-01-25 20:00:00,Morning,Thursday,Manhattan,Suburb,40.8,61,Clear,Motorbike,71.0,888,2,8,0,LOW
2023-01-25 21:00:00,Afternoon,Tuesday,Manhattan,Market,38.9,67,Rainy,Bicycle,40.0,527,2,5,0,MEDIUM
2023-01-25 22:00:00,Evening,Monday,Bronx,Uptown,35.7,82,Clear,Motorbike,54.5,4542,0,1,0,HIGH
2023-01-25 23:00:00,Night,Saturday,Bronx,Airport,23.6,42,Windy,Truck,48.0,2691,3,7,1,MEDIUM
2023-01-26 00:00:00,Evening,Sunday,Brooklyn,Suburb,30.1,63,Windy,Bicycle,59.8,3715,0,2,0,HIGH
2023-01-26 01:00:00,Morning,Saturday,Brooklyn,Airport,37.7,90,Cloudy,Motorbike,27.9,2426,3,2,0,MEDIUM
2023-01-26 02:00:00,Afternoon,Wednesday,Queens,Highway,33.3,84,Windy,Bicycle,30.1,1872,2,6,0,MEDIUM
2023-01-26 03:00:00,Afternoon,Monday,Manhattan,Airport,15.1,63,Clear,Bicycle,18.9,4246,0,7,0,HIGH
2023-01-26 04:00:00,Afternoon,Wednesday,Bronx,Highway,16.6,76,Windy,Bicycle,32.2,4706,2,6,0,MEDIUM
2023-01-26 05:00:00,Evening,Sunday,Manhattan,Downtown,36.8,75,Clear,Motorbike,73.0,1816,3,4,1,MEDIUM
2023-01-26 06:00:00,Evening,Friday,Bronx,Suburb,22.6,72,Foggy,Truck,79.4,4825,4,3,0,HIGH
2023-01-26 07:00:00,Night,Saturday,Staten Island,Highway,35.3,90,Windy,Motorbike,11.4,3786,3,8,0,HIGH
2023-01-26 08:00:00,Evening,Wednesday,Bronx,Downtown,38.9,90,Foggy,Car,77.9,3634,2,1,0,HIGH
2023-01-26 09:00:00,Night,Wednesday,Bronx,Highway,24.6,79,Cloudy,Bicycle,13.0,1198,2,5,0,MEDIUM
2023-01-26 10:00:00,Afternoon,Friday,Brooklyn,Industrial,41.5,32,Foggy,Truck,33.1,856,0,9,0,MEDIUM
2023-01-26 11:00:00,Night,Monday,Brooklyn,Uptown,39.2,40,Cloudy,Bicycle,64.7,2172,3,3,1,MEDIUM
2023-01-26 12:00:00,Morning,Friday,Queens,Uptown,38.1,86,Windy,Motorbike,33.9,3702,3,1,0,MEDIUM
2023-01-26 13:00:00,Evening,Wednesday,Brooklyn,Airport,40.6,83,Clear,Car,52.9,4827,4,5,0,HIGH
2023-01-26 14:00:00,Morning,Thursday,Manhattan,Highway,31.2,33,Windy,Bicycle,58.9,2894,4,8,0,MEDIUM
2023-01-26 15:00:00,Morning,Wednesday,Bronx,Uptown,20.3,81,Rainy,Truck,39.7,165,2,9,1,MEDIUM
2023-01-26 16:00:00,Afternoon,Sunday,Bronx,Airport,29.1,31,Cloudy,Car,50.3,180,3,2,0,LOW
2023-01-26 17:00:00,Evening,Tuesday,Staten Island,Suburb,32.0,71,Rainy,Bus,28.1,3749,2,4,0,MEDIUM
2023-01-26 18:00:00,Evening,Thursday,Bronx,Uptown,20.1,71,Stormy,Car,54.1,3893,2,6,0,HIGH
2023-01-26 19:00:00,Evening,Friday,Staten Island,Downtown,34.4,32,Cloudy,Car,24.0,4233,4,4,0,MEDIUM
2023-01-26 20:00:00,Night,Tuesday,Bronx,Downtown,34.7,41,Windy,Truck,75.7,1797,0,9,0,MEDIUM
2023-01-26 21:00:00,Afternoon,Monday,Queens,Industrial,29.1,88,Windy,Car,60.8,2323,1,5,0,MEDIUM
2023-01-26 22:00:00,Night,Thursday,Queens,Industrial,20.7,83,Stormy,Bus,71.9,1729,4,2,0,MEDIUM
2023-01-26 23:00:00,Evening,Friday,Queens,Airport,29.7,35,Rainy,Bicycle,73.9,2711,1,1,1,MEDIUM
2023-01-27 00:00:00,Evening,Thursday,Bronx,Suburb,23.1,63,Foggy,Motorbike,70.7,791,4,1,0,LOW
2023-01-27 01:00:00,Evening,Tuesday,Brooklyn,Airport,19.1,77,Windy,Bus,41.1,315,3,3,0,LOW
2023-01-27 02:00:00,Afternoon,Saturday,Queens,Market,25.3,81,Clear,Bicycle,57.3,4575,2,1,0,HIGH
2023-01-27 03:00:00,Night,Monday,Bronx,Highway,29.5,60,Cloudy,Motorbike,25.1,818,0,8,1,MEDIUM
2023-01-27 04:00:00,Evening,Wednesday,Brooklyn,Airport,15.7,49,Windy,Car,66.3,4324,2,1,0,HIGH
2023-01-27 05:00:00,Night,Wednesday,Queens,Industrial,27.3,78,Clear,Bus,62.9,2810,0,7,0,MEDIUM
2023-01-27 06:00:00,Morning,Sunday,Queens,Airport,33.2,38,Stormy,Car,50.6,1967,2,9,1,MEDIUM
2023-01-27 07:00:00,Morning,Saturday,Staten Island,Highway,17.6,65,Stormy,Car,32.1,2906,2,2,0,MEDIUM
2023-01-27 08:00:00,Night,Tuesday,Bronx,Suburb,31.8,46,Foggy,Car,47.2,3623,1,4,0,HIGH
2023-01-27 09:00:00,Night,Tuesday,Bronx,Highway,16.2,80,Foggy,Car,50.4,2118,4,3,1,MEDIUM
2023-01-27 10:00:00,Evening,Friday,Queens,Industrial,25.8,45,Cloudy,Car,73.7,405,2,8,0,LOW
2023-01-27 11:00:00,Morning,Thursday,Queens,Highway,18.0,94,Foggy,Motorbike,55.5,3304,0,5,0,HIGH
2023-01-27 12:00:00,Afternoon,Thursday,Queens,Suburb,37.7,34,Windy,Car,72.2,4169,0,4,0,HIGH
2023-01-27 13:00:00,Afternoon,Sunday,Brooklyn,Uptown,27.2,56,Stormy,Car,50.2,971,1,2,0,LOW
2023-01-27 14:00:00,Afternoon,Saturday,Brooklyn,Uptown,32.6,69,Rainy,Car,17.0,2078,4,4,0,MEDIUM
2023-01-27 15:00:00,Afternoon,Thursday,Bronx,Downtown,37.3,91,Clear,Bicycle,43.3,3279,4,1,0,HIGH
2023-01-27 16:00:00,Afternoon,Tuesday,Staten Island,Suburb,24.2,27,Cloudy,Truck,41.8,3743,0,3,0,HIGH
2023-01-27 17:00:00,Night,Wednesday,Bronx,Airport,32.8,83,Stormy,Car,37.9,4846,1,3,0,MEDIUM
2023-01-27 18:00:00,Afternoon,Saturday,Queens,Market,37.9,40,Rainy,Car,40.8,3138,0,3,0,HIGH
2023-01-27 19:00:00,Afternoon,Wednesday,Staten Island,Airport,41.3,38,Foggy,Bicycle,71.0,4422,3,6,0,HIGH
2023-01-27 20:00:00,Morning,Monday,Bronx,Uptown,24.6,81,Foggy,Car,43.2,2946,3,9,0,MEDIUM
2023-01-27 21:00:00,Evening,Monday,Manhattan,Downtown,40.3,49,Clear,Car,27.6,115,4,9,0,MEDIUM
2023-01-27 22:00:00,Afternoon,Friday,Bronx,Uptown,23.5,59,Cloudy,Bicycle,53.8,2542,4,2,0,MEDIUM
2023-01-27 23:00:00,Evening,Wednesday,Brooklyn,Highway,29.2,61,Cloudy,Car,33.7,4009,1,2,0,MEDIUM
2023-01-28 00:00:00,Night,Wednesday,Bronx,Market,39.2,46,Clear,Bus,52.2,2906,0,2,1,MEDIUM
2023-01-28 01:00:00,Evening,Sunday,Bronx,Highway,16.0,46,Windy,Motorbike,74.5,2304,0,2,0,MEDIUM
2023-01-28 02:00:00,Afternoon,Friday,Staten Island,Uptown,38.3,38,Cloudy,Car,58.9,1662,4,5,0,MEDIUM
2023-01-28 03:00:00,Evening,Tuesday,Brooklyn,Suburb,40.6,52,Foggy,Car,55.9,2536,1,5,0,MEDIUM
2023-01-28 04:00:00,Evening,Saturday,Bronx,Suburb,27.7,88,Foggy,Bicycle,74.4,2191,0,1,0,MEDIUM
2023-01-28 05:00:00,Afternoon,Friday,Manhattan,Uptown,19.6,92,Rainy,Car,58.5,4688,0,5,0,HIGH
2023-01-28 06:00:00,Afternoon,Wednesday,Bronx,Suburb,18.8,33,Rainy,Truck,33.4,2263,3,5,0,MEDIUM
2023-01-28 07:00:00,Afternoon,Thursday,Queens,Highway,38.5,77,Rainy,Car,22.0,4119,3,3,1,MEDIUM
2023-01-28 08:00:00,Night,Monday,Bronx,Market,18.7,56,Stormy,Motorbike,14.9,1071,1,8,0,MEDIUM
2023-01-28 09:00:00,Night,Thursday,Staten Island,Airport,20.3,42,Cloudy,Bus,11.5,3326,0,1,1,HIGH
2023-01-28 10:00:00,Afternoon,Monday,Brooklyn,Airport,41.7,38,Cloudy,Bus,76.9,253,0,2,1,LOW
2023-01-28 11:00:00,Evening,Thursday,Bronx,Suburb,35.0,42,Stormy,Bus,39.9,3869,1,5,0,MEDIUM
2023-01-28 12:00:00,Evening,Friday,Manhattan,Airport,20.2,88,Clear,Truck,21.7,2766,2,8,1,MEDIUM
2023-01-28 13:00:00,Afternoon,Saturday,Queens,Downtown,31.5,90,Clear,Bus,41.7,1770,3,6,0,MEDIUM
2023-01-28 14:00:00,Night,Tuesday,Staten Island,Uptown,25.5,79,Rainy,Car,78.1,2532,2,7,1,MEDIUM
2023-01-28 15:00:00,Afternoon,Saturday,Staten Island,Airport,33.8,40,Foggy,Truck,30.6,754,3,7,0,MEDIUM
2023-01-28 16:00:00,Afternoon,Thursday,Staten Island,Downtown,17.5,59,Rainy,Motorbike,66.8,2659,4,8,0,MEDIUM
2023-01-28 17:00:00,Night,Saturday,Manhattan,Highway,30.7,90,Foggy,Bicycle,20.6,527,0,6,0,MEDIUM
2023-01-28 18:00:00,Afternoon,Friday,Bronx,Suburb,16.2,67,Clear,Truck,70.1,2816,0,7,0,MEDIUM
2023-01-28 19:00:00,Evening,Thursday,Manhattan,Airport,28.9,60,Rainy,Truck,57.8,1863,1,9,0,MEDIUM
2023-01-28 20:00:00,Morning,Sunday,Bronx,Uptown,19.0,60,Windy,Car,43.5,254,1,9,1,LOW
2023-01-28 21:00:00,Afternoon,Sunday,Queens,Uptown,21.3,70,Clear,Bus,31.4,236,4,2,0,MEDIUM
2023-01-28 22:00:00,Afternoon,Friday,Staten Island,Highway,21.9,61,Clear,Car,64.7,768,2,7,0,LOW
2023-01-28 23:00:00,Morning,Tuesday,Queens,Uptown,17.2,65,Cloudy,Truck,52.6,3979,4,1,0,HIGH
2023-01-29 00:00:00,Night,Saturday,Staten Island,Industrial,15.9,38,Clear,Motorbike,37.7,1393,0,6,0,MEDIUM
2023-01-29 01:00:00,Afternoon,Tuesday,Manhattan,Industrial,39.8,70,Stormy,Bicycle,14.7,1815,0,7,0,MEDIUM
2023-01-29 02:00:00,Evening,Saturday,Brooklyn,Highway,21.9,73,Stormy,Bicycle,33.6,1621,3,1,0,MEDIUM
2023-01-29 03:00:00,Afternoon,Wednesday,Queens,Airport,38.6,29,Clear,Bus,41.4,4080,1,4,0,HIGH
2023-01-29 04:00:00,Evening,Thursday,Bronx,Industrial,40.9,63,Stormy,Bus,79.0,4261,1,8,0,HIGH
2023-01-29 05:00:00,Morning,Sunday,Bronx,Downtown,21.6,25,Cloudy,Bicycle,51.5,2905,4,5,0,MEDIUM
2023-01-29 06:00:00,Evening,Monday,Brooklyn,Suburb,40.7,66,Windy,Truck,11.0,4562,3,9,0,HIGH
2023-01-29 07:00:00,Evening,Tuesday,Manhattan,Industrial,16.8,84,Rainy,Bus,36.7,4153,3,5,1,MEDIUM
2023-01-29 08:00:00,Morning,Sunday,Manhattan,Highway,32.5,88,Foggy,Bicycle,28.9,806,4,1,1,MEDIUM
2023-01-29 09:00:00,Night,Saturday,Brooklyn,Industrial,27.4,60,Foggy,Car,22.2,1122,0,7,0,MEDIUM
2023-01-29 10:00:00,Morning,Friday,Manhattan,Market,27.1,50,Clear,Car,55.5,274,1,1,1,LOW
2023-01-29 11:00:00,Morning,Tuesday,Manhattan,Downtown,37.9,38,Foggy,Bus,72.5,3535,4,9,0,HIGH
2023-01-29 12:00:00,Night,Tuesday,Queens,Suburb,39.0,79,Clear,Motorbike,32.9,2343,1,8,0,MEDIUM
2023-01-29 13:00:00,Afternoon,Sunday,Manhattan,Airport,36.1,48,Stormy,Bicycle,34.5,1768,0,2,0,MEDIUM
2023-01-29 14:00:00,Night,Wednesday,Staten Island,Uptown,16.8,67,Foggy,Truck,68.0,2942,3,1,0,MEDIUM
2023-01-29 15:00:00,Afternoon,Sunday,Brooklyn,Industrial,24.4,25,Windy,Truck,43.0,2810,4,7,0,MEDIUM
2023-01-29 16:00:00,Morning,Tuesday,Queens,Airport,33.6,79,Rainy,Motorbike,60.6,1020,3,2,0,MEDIUM
2023-01-29 17:00:00,Afternoon,Saturday,Bronx,Market,23.8,81,Stormy,Bicycle,77.5,4546,0,1,1,HIGH
2023-01-29 18:00:00,Evening,Monday,Manhattan,Uptown,29.2,93,Rainy,Bus,42.1,4179,4,8,0,HIGH
2023-01-29 19:00:00,Night,Sunday,Queens,Airport,24.3,57,Cloudy,Bus,76.9,515,4,4,0,LOW
2023-01-29 20:00:00,Evening,Monday,Staten Island,Downtown,17.1,84,Rainy,Car,44.0,525,4,7,0,LOW
2023-01-29 21:00:00,Morning,Saturday,Queens,Market,39.1,52,Windy,Bus,21.4,1058,2,3,0,MEDIUM
2023-01-29 22:00:00,Morning,Wednesday,Manhattan,Suburb,16.6,77,Cloudy,Bicycle,68.1,3531,4,7,0,HIGH
2023-01-29 23:00:00,Evening,Friday,Manhattan,Uptown,31.1,78,Windy,Car,60.6,2999,3,6,0,MEDIUM
2023-01-30 00:00:00,Evening,Monday,Manhattan,Industrial,22.8,88,Windy,Motorbike,67.7,3340,1,3,0,HIGH
2023-01-30 01:00:00,Morning,Wednesday,Queens,Highway,41.5,47,Foggy,Bicycle,48.4,2136,1,6,0,MEDIUM
2023-01-30 02:00:00,Night,Friday,Queens,Airport,36.7,44,Rainy,Bus,23.6,854,3,6,0,MEDIUM
2023-01-30 03:00:00,Night,Wednesday,Staten Island,Uptown,24.4,34,Stormy,Bicycle,47.8,1818,4,4,0,MEDIUM
2023-01-30 04:00:00,Evening,Tuesday,Bronx,Highway,38.5,44,Stormy,Car,21.1,980,3,1,0,MEDIUM
2023-01-30 05:00:00,Night,Tuesday,Bronx,Downtown,19.5,58,Cloudy,Truck,65.0,953,0,4,0,LOW
2023-01-30 06:00:00,Afternoon,Wednesday,Staten Island,Industrial,36.1,64,Cloudy,Car,75.8,2958,0,6,0,MEDIUM
2023-01-30 07:00:00,Afternoon,Saturday,Brooklyn,Downtown,26.6,29,Clear,Bicycle,19.3,3550,0,5,1,HIGH
2023-01-30 08:00:00,Afternoon,Saturday,Staten Island,Uptown,39.8,41,Foggy,Bicycle,30.5,972,1,1,1,MEDIUM
2023-01-30 09:00:00,Afternoon,Wednesday,Bronx,Uptown,32.0,76,Cloudy,Car,37.4,3514,4,4,1,MEDIUM
2023-01-30 10:00:00,Night,Saturday,Staten Island,Uptown,40.4,80,Clear,Car,74.0,2366,3,3,0,MEDIUM
2023-01-30 11:00:00,Evening,Wednesday,Queens,Suburb,16.0,65,Windy,Bus,64.8,3607,4,7,0,HIGH
2023-01-30 12:00:00,Morning,Friday,Queens,Suburb,32.3,54,Clear,Truck,23.6,645,0,9,0,MEDIUM
2023-01-30 13:00:00,Night,Monday,Bronx,Suburb,39.7,75,Cloudy,Motorbike,39.0,3112,1,3,0,MEDIUM
2023-01-30 14:00:00,Evening,Thursday,Staten Island,Uptown,30.7,94,Clear,Truck,61.2,4714,1,8,0,HIGH
2023-01-30 15:00:00,Evening,Saturday,Bronx,Downtown,34.3,50,Cloudy,Truck,77.0,3654,4,2,0,HIGH
2023-01-30 16:00:00,Afternoon,Monday,Bronx,Industrial,18.9,45,Clear,Bicycle,64.4,1583,1,4,0,MEDIUM
2023-01-30 17:00:00,Afternoon,Thursday,Queens,Airport,28.8,61,Stormy,Car,30.0,3406,4,2,0,MEDIUM
2023-01-30 18:00:00,Evening,Friday,Manhattan,Uptown,22.0,39,Clear,Bus,60.1,4405,3,8,0,HIGH
2023-01-30 19:00:00,Afternoon,Monday,Staten Island,Downtown,28.3,37,Cloudy,Motorbike,77.4,1898,1,6,0,MEDIUM
2023-01-30 20:00:00,Morning,Wednesday,Queens,Downtown,27.7,82,Cloudy,Motorbike,60.2,4524,3,1,1,HIGH
2023-01-30 21:00:00,Evening,Sunday,Bronx,Highway,24.6,92,Windy,Car,53.0,1405,2,7,0,MEDIUM
2023-01-30 22:00:00,Night,Monday,Bronx,Industrial,36.6,33,Clear,Bicycle,42.8,4656,4,9,1,HIGH
2023-01-30 23:00:00,Evening,Saturday,Queens,Suburb,34.5,57,Rainy,Truck,28.4,4369,0,4,0,MEDIUM
2023-01-31 00:00:00,Night,Tuesday,Staten Island,Industrial,23.2,61,Foggy,Bus,17.1,1156,3,2,0,MEDIUM
2023-01-31 01:00:00,Evening,Thursday,Bronx,Downtown,19.1,83,Foggy,Motorbike,48.3,517,0,5,1,LOW
2023-01-31 02:00:00,Afternoon,Saturday,Queens,Industrial,35.4,40,Clear,Truck,17.0,151,1,5,1,HIGH
2023-01-31 03:00:00,Night,Saturday,Queens,Highway,38.4,76,Rainy,Bus,43.0,2409,2,8,1,MEDIUM
2023-01-31 04:00:00,Morning,Tuesday,Queens,Downtown,27.8,57,Foggy,Bus,34.8,3603,2,8,0,MEDIUM
2023-01-31 05:00:00,Afternoon,Monday,Manhattan,Downtown,29.2,78,Clear,Car,76.9,1875,0,2,0,MEDIUM
2023-01-31 06:00:00,Afternoon,Wednesday,Queens,Suburb,17.8,93,Cloudy,Motorbike,77.5,1080,4,3,0,MEDIUM
2023-01-31 07:00:00,Evening,Saturday,Brooklyn,Downtown,22.2,44,Rainy,Car,22.8,1925,4,7,0,MEDIUM
2023-01-31 08:00:00,Evening,Tuesday,Queens,Market,18.1,45,Cloudy,Truck,68.8,2218,0,1,0,MEDIUM
2023-01-31 09:00:00,Morning,Wednesday,Bronx,Uptown,19.4,61,Windy,Bus,43.9,1613,1,7,0,MEDIUM
2023-01-31 10:00:00,Morning,Thursday,Queens,Airport,25.6,47,Foggy,Motorbike,71.2,1281,2,7,0,MEDIUM
2023-01-31 11:00:00,Night,Thursday,Manhattan,Market,39.8,38,Clear,Motorbike,56.2,1210,4,7,0,MEDIUM
2023-01-31 12:00:00,Night,Sunday,Queens,Highway,35.1,88,Clear,Motorbike,26.8,2294,4,2,0,MEDIUM
2023-01-31 13:00:00,Evening,Sunday,Staten Island,Highway,40.7,26,Cloudy,Bicycle,52.8,611,1,2,0,LOW
2023-01-31 14:00:00,Evening,Friday,Manhattan,Highway,18.9,75,Cloudy,Motorbike,13.8,837,0,6,1,HIGH
2023-01-31 15:00:00,Afternoon,Wednesday,Staten Island,Suburb,36.1,40,Foggy,Car,13.4,2710,2,6,0,MEDIUM
2023-01-31 16:00:00,Evening,Wednesday,Manhattan,Uptown,25.6,32,Foggy,Bicycle,14.6,1756,2,4,0,MEDIUM
2023-01-31 17:00:00,Night,Sunday,Brooklyn,Industrial,39.5,67,Rainy,Bicycle,38.9,2048,0,7,0,MEDIUM
2023-01-31 18:00:00,Morning,Sunday,Bronx,Highway,19.2,83,Cloudy,Bus,50.0,3096,3,7,1,HIGH
2023-01-31 19:00:00,Afternoon,Friday,Staten Island,Highway,22.3,53,Clear,Bicycle,36.3,1816,3,7,0,MEDIUM
2023-01-31 20:00:00,Night,Friday,Manhattan,Suburb,20.9,57,Cloudy,Motorbike,31.5,1057,0,6,0,MEDIUM
2023-01-31 21:00:00,Night,Thursday,Bronx,Market,17.5,62,Clear,Bus,71.7,2918,2,6,0,MEDIUM
2023-01-31 22:00:00,Afternoon,Friday,Brooklyn,Highway,17.0,57,Foggy,Truck,48.0,3891,0,9,0,HIGH
2023-01-31 23:00:00,Morning,Thursday,Bronx,Highway,26.7,76,Stormy,Bus,44.9,553,2,7,0,LOW
2023-02-01 00:00:00,Evening,Saturday,Manhattan,Downtown,34.5,35,Stormy,Truck,30.0,3007,0,6,0,MEDIUM
2023-02-01 01:00:00,Morning,Saturday,Staten Island,Suburb,33.1,51,Foggy,Motorbike,71.3,3076,2,3,0,HIGH
2023-02-01 02:00:00,Afternoon,Thursday,Queens,Uptown,32.7,37,Rainy,Motorbike,50.5,4545,3,4,0,HIGH
2023-02-01 03:00:00,Night,Monday,Bronx,Industrial,18.4,87,Clear,Truck,56.9,4610,3,8,0,HIGH
2023-02-01 04:00:00,Morning,Saturday,Staten Island,Uptown,35.6,50,Windy,Bus,22.6,4376,0,4,0,MEDIUM
